IDNumber,data,Age,Gender,Ethnicity,Region,q0012,q0013,q0015,q0016,q0017,q0020,q0021,q0023,q0024,q0025,q0027,q0028,q0030,q0031,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0042,q0045,q0046,q0047,q0049,q0050,q0051,q0052,q0053,q0056,q0057,q0058,q0060,q0061,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0072,q0073,q0074,q0075,q0077,q0078,q0079,q0080,q0082,q0083,q0084,q0085,q0086,q0087,q0089,q0092,q0093,q0094,q0095,q0096,q0097,q0099,q0100,q0101,q0103,q0104,q0107,q0108,q0109,q0110,q0112,q0113,q0114,q0115,q0118,q0119,q0120,q0121,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
129009,SM,6,Male,White,midwest,2,2,2,2,3,4,3,3,3,2,3,3,2,3,2,1,1,3,1,2,2,2,2,3,3,1,2,1,3,1,1,1,1,4,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,2,2,3,3,4,2,4,4,2,2,2,2,4,1,1,2,1,1,1,3,1,3,1,5 to 8 years,118,26,21,20,17,10,21,29,15
105096,SM,9,Female,White,midwest,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9 to 12 years,63,12,12,11,10,10,10,10,10
132050,SM,9,Female,White,midwest,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,9 to 12 years,62,10,11,11,10,10,10,10,11
137022,SM,7,Male,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 to 8 years,60,10,10,10,10,10,10,10,10
105043,SM,7,Male,White,midwest,3,3,1,3,3,1,3,3,2,2,1,3,2,1,2,1,2,1,1,1,1,2,3,2,2,2,2,2,4,1,2,2,1,3,2,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,3,4,1,2,3,2,1,1,2,1,3,3,3,4,2,2,4,2,3,1,5 to 8 years,101,24,15,21,18,11,16,20,27
105066,SM,5,Female,White,midwest,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5 to 8 years,67,14,15,11,11,10,10,10,13
230012,SM,5,Female,White,midwest,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5 to 8 years,62,14,12,10,10,10,10,10,11
137030,SM,8,Female,White,midwest,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5 to 8 years,68,13,11,13,10,10,10,14,11
199021,SM,8,Female,White,midwest,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5 to 8 years,67,17,10,11,10,13,12,11,11
105056,SM,8,Female,White,midwest,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,5 to 8 years,81,11,16,14,13,11,11,16,13
137021,SM,6,Female,White,midwest,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,5 to 8 years,69,14,13,12,10,10,11,13,13
106019,SM,6,Female,White,midwest,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5 to 8 years,64,14,12,10,10,10,10,12,12
214004,SM,6,Female,White,midwest,1,1,1,1,1,2,2,2,1,1,3,2,2,2,3,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,3,3,2,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,5 to 8 years,94,13,22,14,12,10,15,21,19
137025,SM,6,Female,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 to 8 years,61,10,10,10,10,10,10,11,10
141249,SM,5,Male,White,south,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,5 to 8 years,63,11,10,11,10,10,12,10,12
105073,SM,5,Male,White,south,2,2,2,1,2,2,2,2,2,1,2,3,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,5 to 8 years,76,18,18,13,11,10,12,12,16
199019,SM,11,Male,White,midwest,2,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9 to 12 years,62,16,11,11,10,10,10,10,10
137027,SM,9,Male,White,midwest,2,2,4,1,2,1,3,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,3,4,2,1,2,1,3,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,2,1,2,1,1,3,4,1,2,1,1,1,1,1,1,3,2,4,3,2,2,4,1,4,1,9 to 12 years,93,22,14,20,13,11,19,16,26
129002,SM,9,Male,White,midwest,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9 to 12 years,64,12,11,11,11,10,11,10,10
137028,SM,9,Male,White,midwest,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,9 to 12 years,64,11,11,12,10,10,10,11,13
137029,SM,9,Male,White,midwest,2,2,3,2,2,1,3,3,1,2,1,3,2,3,2,1,1,1,1,1,1,2,3,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,2,1,9 to 12 years,83,21,16,19,11,10,15,12,18
129012,SM,9,Male,White,midwest,2,2,2,2,3,2,3,3,2,2,2,4,2,2,3,2,2,2,1,1,1,1,3,4,3,1,2,2,4,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,3,2,1,3,4,1,1,1,2,1,2,1,1,3,3,4,4,1,3,4,4,4,4,9 to 12 years,101,23,21,23,14,10,16,17,34
137017,SM,9,Male,White,midwest,3,3,3,2,2,3,2,2,2,2,2,3,2,2,3,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,9 to 12 years,87,24,19,16,13,10,14,15,21
137033,SM,10,Male,White,midwest,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,9 to 12 years,78,17,14,14,12,10,12,16,17
137012,SM,10,Male,White,midwest,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9 to 12 years,64,10,11,11,11,10,11,10,10
106017,SM,5,Male,White,midwest,2,2,2,3,3,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,5 to 8 years,76,20,14,15,12,10,13,12,18
141167,SM,8,Male,White,south,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5 to 8 years,69,11,13,13,10,10,13,10,11
126422,SM,8,Male,White,south,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,5 to 8 years,79,12,13,13,12,12,16,13,12
141140,SM,8,Male,White,south,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,4,1,5 to 8 years,67,10,13,11,10,10,11,12,16
126424,SM,8,Male,White,south,2,2,2,2,2,2,2,1,2,2,1,3,2,1,1,1,1,2,1,1,1,1,2,3,1,2,1,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,1,1,2,2,2,2,2,2,1,1,3,2,2,1,5 to 8 years,92,19,14,17,13,10,20,18,18
141163,SM,8,Male,White,south,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,5 to 8 years,66,13,12,13,10,10,11,10,13
141175,SM,8,Male,White,south,2,2,2,2,2,1,1,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,3,1,5 to 8 years,77,18,15,13,12,12,12,13,18
118059,SM,8,Male,White,south,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,5 to 8 years,77,13,13,12,11,11,14,16,13
141135,SM,8,Male,White,south,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,3,1,5 to 8 years,66,12,12,10,12,10,10,12,18
141146,SM,8,Male,White,south,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,4,2,1,1,5 to 8 years,67,11,11,12,10,10,13,11,17
203013,SM,10,Female,White,south,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,9 to 12 years,69,18,16,13,10,10,10,10,13
118013,SM,10,Female,White,south,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9 to 12 years,71,14,12,13,11,11,11,13,11
321086,SM,10,Female,White,south,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,9 to 12 years,74,11,13,14,11,11,12,13,17
141136,SM,10,Female,White,south,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,9 to 12 years,77,10,15,13,10,10,12,17,10
214011,SM,10,Female,White,south,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9 to 12 years,61,10,11,10,10,10,10,10,10
141264,SM,10,Male,White,south,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,4,1,2,1,9 to 12 years,79,15,15,16,11,11,12,14,15
118077,SM,10,Male,White,south,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,9 to 12 years,78,10,16,13,10,13,11,15,13
182035,SM,10,Male,White,south,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9 to 12 years,63,11,13,10,10,10,10,10,10
141141,SM,10,Male,White,south,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,3,3,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,9 to 12 years,120,20,25,22,17,15,20,21,22
118085,SM,9,Female,White,south,1,2,1,2,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9 to 12 years,67,13,14,11,10,10,11,11,11
178024,SM,9,Female,White,south,1,1,1,1,1,2,1,2,1,1,4,3,4,3,2,2,2,1,2,1,2,1,2,1,1,2,2,2,4,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,4,1,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,9 to 12 years,108,12,24,19,17,18,12,18,21
119035,SM,9,Female,White,south,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,2,3,1,2,2,1,1,1,1,1,1,3,3,2,2,1,9 to 12 years,85,13,13,15,13,12,15,17,16
119027,SM,9,Female,White,south,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,9 to 12 years,62,10,11,11,10,10,10,10,11
219006,SM,9,Female,White,south,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9 to 12 years,66,10,15,10,10,10,10,11,10
141257,SM,6,Female,White,south,2,2,3,2,2,2,2,2,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,5 to 8 years,81,20,15,13,13,15,10,15,12
126402,SM,6,Female,White,south,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,1,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,5 to 8 years,80,11,13,13,13,12,13,16,11
141137,SM,6,Female,White,south,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,3,3,1,1,2,1,2,1,1,2,2,2,2,2,1,1,3,1,2,2,5 to 8 years,85,20,14,15,13,13,13,17,18
321070,SM,6,Female,White,south,2,1,3,1,1,2,1,1,1,2,3,3,1,2,2,1,2,1,2,3,1,1,1,2,1,2,1,2,3,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,3,1,1,2,3,1,2,2,2,2,2,1,1,1,1,3,1,3,1,5 to 8 years,97,15,20,15,16,13,14,19,16
141139,SM,6,Female,White,south,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 to 8 years,67,10,12,11,10,12,10,12,10
189051,SM,6,Female,White,south,1,1,4,2,2,1,1,3,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,5 to 8 years,81,17,15,17,12,11,12,14,16
